Reviewer Name,Review Title,Review Paragraph,Star Rating,Review Date
Tamil Selvan,Mind-blowing purchase,in box they not included the 3.5mm jack adaptor. Camera is very good. No Portrait mode. Gives 14hrs battery usage in decent use. Performance is very good. IOS 13 is amazing.,5,"Dec, 2019"
Samridhi Singh,Very Good,iPhone so many features from other diferent phone. Services to good.,4,"Oct, 2019"
Flipkart Customer,Fabulous!,it's good and value for money...,5,"Dec, 2019"
Flipkart Customer,Not recommended at all,Charging was very short time,1,"Dec, 2019"
him lata,Nice product,nyc phone battery life poor but 1 day battery backup,4,"Oct, 2019"
Flipkart Customer,Must buy!,value for money,5,"Oct, 2019"
Computer World,Terrific,I’m happy for this product,5,"Dec, 2019"
Flipkart Customer,Terrific,I'm very happy good product very good service,5,"Dec, 2019"
Srikruthik,Delightful,this is a better upgrade from my iPhone SE..looks good and phone feels excellent.,4,"Dec, 2019"
Flipkart Customer,Brilliant,perfect,5,"Dec, 2019"
Suman Pal,Really Nice,Phone overall very good but battery life is bad,4,"Dec, 2019"
Flipkart Customer,Simply awesome,Nice,5,"Dec, 2019"
Satish Penta,Hated it!,Display not lighting up when on call. Have to disconnect the call call and press the home button to enable the display again. Some serious annoying problem.,1,"Dec, 2019"
Sathish shetty Shetty,Must buy!,good mobile good delivery boy,5,"Dec, 2019"
Abhishek Tomar,Worth every penny,i use my Ph,5,"Dec, 2019"
Flipkart Customer,Highly recommended,5 start..,5,"Dec, 2019"
Ankit Mittal,Awesome,excelent,5,"Dec, 2019"
Shaikh Sajid,Brilliant,Fast delivery like it good product,5,"Dec, 2019"
Praveen Malik,Highly recommended,nice,5,"Oct, 2019"
SHERIN SATHISH,Highly recommended,Nice Product,5,"Dec, 2019"
Izhaan Khan,Perfect product!,Perfect camera perfect running but battery backup :thumbs_down_light_skin_tone: phone hit problem,5,"Oct, 2019"
Flipkart Customer,Brilliant,nice and excellent condition,5,"Dec, 2019"
dsvarma,Terrible product,device more heat and 4g network also weak..,1,"Dec, 2019"
Kannan Shanmugasundaram,Good quality product,Happy...,4,"Nov, 2017"
Akash Srivastava,Did not meet expectations,many scratches on screen,1,"Dec, 2019"
Sumit Sumit,Great product,good,5,"Dec, 2019"
Nakul S revankar,Classy product,Best buy,5,"Oct, 2019"
Sonu Kumar,Wonderful,"This is the awesome product by Apple @24999.
Thank-you Flipkart.",5,"Dec, 2019"
Pradnyesh Kulkarni,Must buy!,Best iPhone i”ve ever used !,5,"Dec, 2019"
Dr ARIFKHAN Sainudeen,Moderate,"after two months of light usage, the phone suddenly decides that the original headphone supplied with the phone is not compatible. it's so pathetic.",2,"Dec, 2019"
Amit Kumar,Simply awesome,"Mast a phone,Flipkart is also awesome",5,"Dec, 2019"
Shakeel Ahmed,Must buy!,best phone ever,5,"Dec, 2019"
Flipkart Customer,Utterly Disappointed,phone is heating and bttry drangee,1,"Dec, 2019"
Subin S,Great product,Awesome,5,"Dec, 2019"
Manoj Moond,Worth every penny,best Processor,5,"Oct, 2019"
Shyam Sharma,Worth every penny,NICE PHONE,5,"Dec, 2019"
Gowtham S,Delightful,"Nice product :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
Thank you Flipkart",4,"Dec, 2019"
NARAYANA BHAT DEVATE,Good choice,"awesome mobile, But main issue is with battery life, it will not run even for a day, apart from this other things are very nice, thank you",4,"Dec, 2019"
Sai Kiran,Utterly Disappointed,this phone is not good for 2019 and future.,1,"Oct, 2019"
Niladri Biswas,Simply awesome,good,5,"Dec, 2019"
H P Mali,Excellent,best,5,"Dec, 2019"
Abhijeet Patil,Awesome,good product geniune,5,"Nov, 2019"
Devashish Uniyal,Excellent,"this is my first i phone and i am really in love with it.. the only issue is with battery, drains too much with internet usage",5,"Nov, 2019"
Nimmi Martin,Wonderful,I love it,5,"Nov, 2019"
Flipkart Customer,Best in the market!,black beauty... everything is perfect...,5,"Nov, 2019"
Waseem Raja,Just okay,Sensor problem,3,"Nov, 2019"
Flipkart Customer,Perfect product!,amazing phone. thanks flipkart,5,"Nov, 2019"
keshav kumar,Very Good,Product is good but battery is not good.,4,"Nov, 2019"
Abhi Swain,Just wow!,nice,5,"Nov, 2019"
akhilesh kumar,Mind-blowing purchase,I love this phone,5,"Nov, 2019"
Krishna Kumar Yadav,Must buy!,the iPhone 7 is very good mobile and working on fabulous.,5,"Nov, 2019"
sudheer pemmanaboina,Worth every penny,nice,5,"Nov, 2019"
sumanth mekala,Mind-blowing purchase,apple is apple,5,"Nov, 2019"
Flipkart Customer,Simply awesome,very good,5,"Nov, 2019"
Gaurav Kukreja,Awesome,"Good product, on time delivery, no hassle...",5,"Nov, 2019"
Benam Badshah,Super!,3 years passed and stills perfectly performing,5,"Nov, 2019"
Ravi Bhushan Pandey,Great product,When I was going to purchase this phone I’m worry about battery performance. But after using 8 days and i am happy with his battery performance. :thumbs_up::thumbs_up::smiling_face_with_heart-eyes::thumbs_up::thumbs_up:,5,"Nov, 2019"
Tauseem Mandal,Awesome,Stunningly amazing,5,"Nov, 2019"
Narender Kumar,Excellent,Excellent Performance,5,"Nov, 2019"
Ashok Meena,Fair,Too much expansive compaire to other phone with same specification,3,"Nov, 2019"
Rahul Dusane,Excellent,nice,5,"Oct, 2019"
ASHOK KOMMURU,Worth every penny,Dreamed phone ...super delivery ...totally satisfied with the phone and Flipkart,5,"Nov, 2019"
Nandan Sahoo,Awesome,NIC product,5,"Nov, 2019"
Rohit Gangshettiwar,Great product,"Awesome camera, performance is great.",5,"Nov, 2019"
RAJENDRA Bisht,Just wow!,Excellent phone..,5,"Nov, 2019"
Amit Kumar Halder,Very poor,Heating problem,1,"Oct, 2019"
Bhupesh Singh,Terrific,worth every penny,5,"Nov, 2019"
satyendhar nekkanti,Good choice,Excellent mobile when compared to android .The system is very fast. Camera is top notch of it.,4,"Nov, 2019"
Anurag Saxena,Value-for-money,"Nice Phone..
Apple is Apple.. always benchmark.
happy with the phone..",4,"Nov, 2019"
Mubas Sarul Haque,Just okay,not bad not good,3,"Nov, 2019"
Vinay Chaudhary,Mind-blowing purchase,Great product at this cost.100% original product from flipkart and retailer supercomnet.,5,"Oct, 2019"
Dhirendra Pratap,Great product,Good,5,"Oct, 2019"
Joy Sinha,Mind-blowing purchase,Nice mobile,5,"Nov, 2019"
RINKU SHARMA,Must buy!,good,5,"Oct, 2019"
Babu Shekhar.,Brilliant,"Awesome IPhone 7... very nice phone.
Good battery backup and parfoms..
Really awesome product",5,"Nov, 2019"
Sumesh Sukumaran,Nice product,Nice,4,"Nov, 2019"
Supriyo Ghosh,Perfect product!,It’s a black beauty. So handy,5,"Nov, 2019"
Flipkart Customer,Nice,everything is good but buttery is no so good,3,"Oct, 2019"
lavi garg,Wonderful,battery quantity less,4,"Nov, 2019"
Sourya Singh,Wonderful,it is Just awesome beyond my imagination thank you flipkart but the delivery was late,4,"Oct, 2019"
Flipkart Customer,Highly recommended,nice,5,"Nov, 2019"
Harendra Rajput,Simply awesome,Good product,5,"Nov, 2019"
VIKRAM GUSAI,Terrific purchase,Awesome products,5,"Nov, 2019"
SREERAJ B PILLAI,Great product,very good.. nothing to says.,5,"Nov, 2019"
Omkar Singh,Simply awesome,Nyc product with flipkart buy policy. Thank you flipkart,5,"Nov, 2019"
SATISH CHANDER NAINWAL,Classy product,Good Condition the phone & Good Salemen good service,5,"Nov, 2019"
Flipkart Customer,Wonderful,Awesome iPhone 7 experience online,5,"Nov, 2019"
Vijay Kumar,Just wow!,"excellent performance..
good look",5,"Nov, 2019"
Neelam Prabhulkar,Excellent,best mobile in this price,5,"Oct, 2019"
Pradnya Sarang,Value-for-money,Screen size is too small,4,"Nov, 2019"
Löve Dhillön,Must buy!,superb,5,"Nov, 2019"
Nishant Singh,Terrific purchase,"Overall experience is good
Posting this review after 1 month.",5,"Nov, 2019"
Flipkart Customer,Don't waste your money,The phone stopped working suddenly after usage of 2 years. The service centre clarified that the phone cannot be repaired. This is for a phone without any physical or water damage what so ever. Totally disappointed with he life of the product.,1,"Nov, 2019"
Kranthi Kumar Tammineni,Highly recommended,Available at best price. Best cheapest grab...,5,"Nov, 2019"
Shubham Ghalot,Terrific,phone look awesome,5,"Oct, 2019"
Subham Mukherjee,Great product,Good Packaging.. Got it in good condition.,5,"Nov, 2019"
Flipkart Customer,Highly recommended,Black beauty,5,"Nov, 2019"
Vijay,Terrible product,delievered defective product,1,"Oct, 2019"
SANJEEV KUMAR,Terrific purchase,Good,5,"Oct, 2019"
ATEEK Ahamad,Classy product,Awesome,5,"Nov, 2019"
Rozi Tamang,Fabulous!,awesome iPhone 7...worthy for money..,5,"Oct, 2019"
Vignesh Vediyappan,Wonderful,i don't have audio jack not get,4,"Nov, 2019"
Azru Qureshi,Very Good,Loved it.,4,"Nov, 2019"
sohail ahmed,Classy product,till now i have not used it ao i cannot review it properly,5,"Nov, 2019"
Firdos Ali,Just wow!,Worth of money,5,"Nov, 2019"
Dharmvir Singh,Must buy!,it's so nice,5,"Nov, 2019"
Akshay Raibole,Awesome,nice phone good looking,5,"Nov, 2019"
Kuldeep singh Rathore,Super!,Great phone Great delivery.,5,"Nov, 2019"
Flipkart Customer,Terrific purchase,Very nice product in valuable price,5,"Nov, 2019"
DHANESH MADHUSUDANAN,Really Nice,"Excellent product and performance is good ,Battery backup is too bad",4,"Nov, 2019"
Bhaskar Chalicheema,Wonderful,Best,5,"Nov, 2019"
POTHULA DIWAKAR,Terrific,ok,5,"Nov, 2019"
Naresh Gautam,Perfect product!,Iphone is love:red_heart: everything is perfect expect its battery life.,5,"Nov, 2019"
Raja Babu,Wonderful,nice products picture quality,5,"Nov, 2019"
Ujjal Alam,Great product,Love it,5,"Nov, 2019"
Pragyan Prasad Mishra,Terrific,Awesome,5,"Nov, 2019"
Flipkart Customer,Simply awesome,amazing service by Flipkart. On time delivery,5,"Nov, 2019"
Abdul Rasheed,Pretty good,Good,4,"Nov, 2019"
sai Karthik,Terrific purchase,good,5,"Nov, 2019"
Deepali Hatti,Perfect product!,Best,5,"Oct, 2019"
Mohd Amir,Terrific purchase,nice product...,5,"Nov, 2019"
Flipkart Customer,Brilliant,Nice,5,"Nov, 2019"
Kevin patel,Classy product,its just fabulous as usual :smiling_face_with_heart-eyes:,5,"Nov, 2019"
Flipkart Customer,Waste of money!,"Received defective product
Phone is getting heat
and battery is not lasting even for an hour
don't buy from this seller
and flipkart support is also not responding",1,"Nov, 2019"
Rahul Anand,Wonderful,Everything is perfect except for battery life,4,"Nov, 2019"
Aazad Singh,Fair,"Heating Problem coming continue & Camara is not very good , Battery is poor ! Over all decent look and performance.",3,"Nov, 2019"
Sandip Zote,Good choice,Facing the networks issue so Internet speed automatically slow. Otherwise very good,4,"Nov, 2019"
Rajnish Pal,Good quality product,"great mobile at a gr8 price!!

however earphone lighting to 3.5 mm connector was missing this time... !!",4,"Oct, 2019"
Flipkart Customer,Terrific purchase,nice phone I am so happy thanks Flipkart,5,"Oct, 2019"
Nitesh jha,Very Good,this is good phone,4,"Oct, 2019"
Sundar Kiran Dabba,Very Good,Good,4,"Nov, 2019"
Anuj kumar,Nice product,Over all Good,4,"Nov, 2019"
Sandeep Dhull,Just okay,average,3,"Nov, 2019"
Flipkart Customer,Terrific purchase,This Product is world no 1,5,"Nov, 2019"
Flipkart Customer,Slightly disappointed,bad product,2,"Nov, 2019"
Tumcho Tsopoe,Terrific,Been using it for about a year now and it still works pretty fine.,5,"Nov, 2019"
Suman Nadda,Highly recommended,BeasT,5,"Nov, 2019"
BRAJESH KUMAR GOND,Not recommended at all,"Battery backup is very poor it give only 2 hours battery backup without using internet and 1 hour 30 min when internet using.
this iPhone is also heating problem so this iPhone is very wrost phone and westage of money. I suggest don't go for it.",1,"Nov, 2019"
Parveen Kumar,Terrific,Very good n battery backup is awesome.,5,"Nov, 2019"
Ritesh Sirohi,Must buy!,Awsm,5,"Nov, 2019"
Randhir kumar Singh,Terrific purchase,"I purchase iPhone 7 that was use phone after replacement
I got new one but after service validity checking I know that validity has expired so please aware before purchasing",5,"Oct, 2019"
Abhinav Anand,Good,ok,3,"Nov, 2019"
Changsa Reang,Brilliant,Overall till now everything works fine.. happy with product,5,"Nov, 2019"
Hemant Shesh,Very Good,using this product for 7 months now. Sometimes heating issue while charging and while Using. Battery drains rather quickly. Currently Around 3 hours backup for continuous usage. Just for the info i am no gamer. Takes around 3 hrs to full charge down from 1 percent. Battery capacity is now reduced to 90. Headsets has become quieter. Overall usage experience is fine. Bought this for 24k on Flipkart under offer scheme. Hope my review will be helpful !,4,"Nov, 2019"
suman kumar,Awesome,Best phone under this segment,5,"Nov, 2019"
Prem Basant,Fabulous!,Excellent product,5,"Nov, 2019"
sandeep sharma,Awesome,NICE PHONE,5,"Nov, 2019"
SUSANTA DAS,Pretty good,First iPhone and I was pleased with the product. The user experience was smooth. Exploring new features.,4,"Nov, 2019"
Manjunath S,Really Nice,Every thing is OK but for battery backup i will give 1-rating out of 5,4,"Nov, 2019"
Jitendra Shukla,Awesome,Great,4,"Jan, 2017"
AKASH PATEL,Really Nice,price is too high according to one plus,4,"Nov, 2019"
Sriharsha Alla,Awesome,"Nice mobile. I personally prefer mobile with small size, so went for iPhone 7 which has less screen size. This is my first iphone, bit difficult to operate initial stages when u r used to Android mobiles. But yes it has the quality and look.",5,"Nov, 2019"
Rishabh Sharma,Waste of money!,I only get mobile and Charger Earphone was not in Box,1,"Nov, 2019"
Syam Babu,Slightly disappointed,Mobile is very heat,2,"Nov, 2019"
Mohammed Ajim,Awesome,super prdt,5,"Nov, 2019"
PULLAREDDY K,Not recommended at all,"Overheating problem :
I am using this mobile since last 10-15 days ...
->its taking long time to charge
->phone is getting extreme hot when you start using / when you keep it for charge
-> battery performance is very bad .. usage time is 2-3 hours max

i dont recommend this .",1,"Nov, 2019"
ADITYA ANAND,Great product,"Amazing phone!
Must buy this phone.",5,"Nov, 2019"
Flipkart Customer,Great product,Great deal 25000/- price is very valuable for this phone,5,"Nov, 2019"
kishan odedra,Just wow!,suparb,5,"Nov, 2019"
Aman Rai,Best in the market!,best price on Flipkart,5,"Nov, 2019"
Harisankar K,Terrific purchase,worth to money,5,"Nov, 2019"
Shailendra Chavan,Great product,black is killers. nice phone,5,"Nov, 2019"
ADARSH 07,Worst experience ever!,Camera is not good as I expected,1,"Nov, 2019"
Sabarinathan S,Worth every penny,Satisfied with the product and delivery too...,5,"Nov, 2019"
Flipkart Customer,Perfect product!,Good,5,"Nov, 2019"
SADANAND PATEL,Classy product,Best at 24k,5,"Nov, 2019"
yogesh patil,Classy product,best,5,"Nov, 2019"
Pratik Shah,Terrific,Great,5,"Nov, 2019"
Flipkart Customer,Classy product,good,5,"Nov, 2019"
Rahul Yadav,Brilliant,good phone.,5,"Jul, 2019"
vipul sharma,Just okay,Good,3,"Jul, 2019"
Sadashiv Mudagoudar,Terrific,Good Product!,5,"Nov, 2019"
Dr. Venkit Kailasam,Best in the market!,its an amazing phone. Its worth buying it!! :smiling_face_with_heart-eyes:,5,"Nov, 2019"
Rahul Choudhary,Pretty good,Awesome apple love :red_heart::red_heart:,4,"Nov, 2019"
Syed Ali Murtaza,Awesome,"Awesome Service by flipkart, phone look good and full satisfactory on rate and condition of phone",5,"Nov, 2019"
Flipkart Customer,Perfect product!,"over all nice phone , battery sucks.
delivery guy was very helpful 5 stars for him",5,"Jul, 2019"
Ajay Kumar,Mind-blowing purchase,very best product,5,"Nov, 2019"
Ashutosh Rana,Horrible,very bad battery,1,"Nov, 2019"
ankit Mishra,Worth the money,"Ultimate looks & performance :OK_hand:, but battery is the problem.",4,"Nov, 2019"
Abhi Kumar,Delightful,"iphone , this phone is amzing and a great experience to use this but quit costly",4,"Nov, 2019"
shivsagar Thakur,Must buy!,one is the best phone,5,"Nov, 2019"
Flipkart Customer,Must buy!,good.,5,"Nov, 2019"
Deepak Arora,Very Good,Apple,4,"Nov, 2019"
Rakesh Kumar,Great product,Marvelous mobile Fantastic mob,5,"Nov, 2019"
Bajrang singh Shekhawat,Nice,product is good,3,"Nov, 2019"
Flipkart Customer,Perfect product!,"Awesome product valueable and stunning.
Just go for it when sale starts @35000
In 2019...
Battery backup not good",5,"Jul, 2019"
Flipkart Customer,Highly recommended,"I must say Apple is Apple
Too good
My first but truely amazing exp",5,"Nov, 2019"
SUDHEER SAJJANAPU,Terrific,Budget phone,5,"Nov, 2019"
MUNAJIR SHAH,Nice product,All most okay,4,"Nov, 2019"
Manish Tripathi,Worth every penny,great product!,5,"Nov, 2019"
Deepak Dee,Classy product,Nice,5,"Nov, 2019"
